Novena Timor 	1	5.5	0	0	Malay	
Jambu Mawar 	1	5	0	0	Malay	
Petain 	0	6	0	5	Other	WWI French general
Plantation 	0	10	1	4	Generic	
Spooner 	0	7	1	2	British	
Mayo 	0	4	1	2	British	
Temenggong 	0	10	0	0	Malay	
Mas Puteh 	1	4	0	0	Malay	
Rakit 	1	5	0	0	Malay	
Tari Serimpi 	1	5.5	0	0	Malay	
Serangoon 	0	9	0	0	Malay	
Teck Whye 	1	4	0	1	Chinese	
Balam 	0	5	0	5	Other	?
Lantana 	0	7	1	0	Malay	
Goldhill 	0	8	0	2	British	
Ottawa 	0	6	0	5	Other	
Norris 	0	6	0	2	British	
Brookvale 	0	9	0	2	British	
Mulberry 	0	8	1	2	British	
Lichfield 	0	9	0	2	British	
Jati 	1	4	0	0	Malay	
Dunman 	0	6	0	2	British	
Joon Hiang 	0	4.5	0	1	Chinese	
Serapong 	0	8	0	3	Indian	
Sims 	0	4	1	2	British	
Lancaster 	0	9	0	2	British	
Lynwood 	0	7	0	2	British	
Tari Dulang 	1	5	0	0	Malay	
Ludlow 	0	6	0	2	British	
Oxley 	0	5	0	2	British	
Yung Kuang 	0	4.5	0	1	Chinese	
Architecture 	0	12	1	4	Generic	
Canton 	0	6	1	1	Chinese	
Keng Kiat 	0	4	0	1	Chinese	
Waterloo 	0	8	1	5	Other	
Preston 	0	7	0	2	British	
Fudu 	0	4	0	1	Chinese	?
Shenton 	0	7	0	2	British	
Permata 	1	7	0	0	Malay	
St. Francis 	0	5	0	2	British	
Cove 	0	4	1	4	Generic	
Ayam Hutan 	1	4.5	0	0	Malay	
Defu 	0	4	0	1	Chinese	
Parliament 	0	10	1	4	Generic	
Tuah 	0	4	0	0	Malay	
Chin Bee 	0	3.5	1	1	Chinese	
Marine Parade 	0	6	1	4	Generic	
Hokien 	0	6	0	1	Chinese	
Meyappa Chettiar 	0	7.5	0	3	Indian	
Claymore 	0	8	1	2	British	
Nicoll 	0	6	0	2	British	
St. Helena 	0	4.5	0	2	British	
Nankin 	0	6	1	1	Chinese	
Kechubong 	1	9	0	0	Malay	
Florida 	0	7	0	2	British	
Chichau 	1	7	0	0	Malay	
Hooper 	0	6	1	2	British	
Dairy Farm 	0	4.5	1	4	Generic	
Murai 	1	5	0	0	Malay	
Wallace 	0	7	0	2	British	
Saiboo 	0	6	0	5	Other	?
Armenian 	0	8	0	5	Other	
Chang Charn 	0	5	0	1	Chinese	
Marina Coastal 	0	6.5	1	4	Generic	
Kandahar 	0	8	0	5	Other	City in Afghanistan
Sinaran 	1	7	0	0	Malay	
Nemesu 	0	6	0	0	Malay	?
Gaharu 	1	6	0	0	Malay	
Napiri 	1	6	0	0	Malay	
Chempaka 	0	8	0	0	Malay	Malay word for magnolia?
Pacheli 	1	7	0	0	Malay	
Binja 	1	5	0	0	Malay	
Marigold 	0	8	1	6	Nature	
Tanggam 	1	7	0	0	Malay	
Tai Seng 	0	3.5	0	1	Chinese	
