Tai Yuan 	0	3.5	1	1	Chinese	
White House 	0	5	1	4	Generic	
Tanah Merah Ferry 	0	5	0	0	Malay	
Bhamo 	0	5	0	0	Malay	-
Harbour 	0	7	0	4	Generic	
Puteh Jula Juli 	1	4.3333333333	0	0	Malay	
Wilkinson 	0	9	0	2	British	
Tyersall 	0	8	0	2	British	
Mastuli 	1	7	0	0	Malay	
Kelopak 	0	7	0	0	Malay	
Malta 	0	5	0	5	Other	
Kwok Min 	1	3.5	0	1	Chinese	
Scotts 	0	6	0	2	British	
Stirling 	0	8	0	2	British	
Kerayong 	1	8	0	0	Malay	
Swiss Cottage 	0	6	1	5	Other	
Carmichael 	0	10	0	2	British	
Bena 	1	4	0	0	Malay	
Durban 	0	6	0	5	Other	
Siglap 	0	6	0	0	Malay	"""...among the explanations for the name ‘Siglap’ is a local legend that attributed it to a Malay chieftain, Tok Lasam, who upon first landing in the area during a particularly dark thunderstorm, called it ‘Si-gelap’, which translated literally from Malay means ‘darkness that conceals’."" - http://www.mysiglap.org/who-we-are/history"
Boulevard 	0	9	1	4	Generic	
Fidelio 	0	7	0	5	Other	
Siloso 	0	6	0	0	Malay	"Malayan word meaning ""rock"" – Wikipedia"
Chapel 	0	6	1	4	Generic	
Chengai 	1	7	0	0	Malay	
Bedok 	1	5	0	0	Malay	
Geylang 	0	7	0	0	Malay	
Finlayson 	0	9	0	2	British	
Kirk 	0	4	0	2	British	
Chu Yen 	0	3	0	1	Chinese	
Suasa 	1	5	0	0	Malay	
Lye Kwee 	1	3.5	0	1	Chinese	
St. Nicholas 	0	5.5	0	2	British	
Airport Cargo 	0	6	1	4	Generic	
Asas 	1	4	0	0	Malay	
Terigu 	1	6	0	0	Malay	
Salleh 	1	6	0	0	Malay	
Lewis 	0	5	1	2	British	
Maida 	0	5	0	2	British	
Andover 	0	7	0	2	British	
Gimbul 	1	6	0	0	Malay	
Teow Hock 	0	4	0	1	Chinese	
Cosford 	0	7	0	2	British	
Kelawar 	1	7	0	0	Malay	
Belangkas 	1	9	0	0	Malay	
Raglan 	0	6	1	2	British	Welsh name http://www.houseofnames.com/raglan-family-crest?a=54323-224
Sireh Pinang 	1	5.5	0	0	Malay	
Kembangan 	1	9	0	0	Malay	
Ernani 	0	6	0	5	Other	Opera by Verdi
Palmer 	0	6	1	2	British	
Leng Kee 	0	3.5	0	1	Chinese	
Kee Sun 	0	3	0	1	Chinese	
Surrey 	0	6	1	2	British	
Yee Tee 	0	3	0	1	Chinese	
Devonshire 	0	10	0	2	British	
Coleman 	0	7	0	2	British	
Windsor 	0	7	0	2	British	
Kuras 	1	5	0	0	Malay	
Greenleaf 	0	9	0	2	British	
Aljunied 	0	8	0	2	British	
Lim Ah Woo 	0	2.6666666667	0	1	Chinese	
Terubok 	1	7	0	0	Malay	
Sajak 	1	5	0	0	Malay	
Hock Chye 	1	4	0	1	Chinese	
Kempas 	0	6	0	0	Malay	
Ubi 	0	3	0	0	Malay	
St. Anne's 	0	4.5	0	2	British	
Lok Yang 	0	3.5	0	1	Chinese	
Upavon 	0	6	0	2	British	
