Buangkok 	0	8	0	0	Malay	
Leith 	0	5	0	2	British	
Chiap Guan 	0	4.5	0	1	Chinese	
Lada Merah 	1	4.5	0	0	Malay	
Maidstone 	0	9	0	2	British	
Andrew 	0	6	0	2	British	
Albert 	0	6	1	2	British	
Hyde 	0	4	0	2	British	
Semerbak 	1	8	0	0	Malay	
Duke's 	0	6	1	2	British	
Noordin 	0	7	0	0	Malay	
Outram 	0	6	0	0	Malay	
Tiong Bahru 	0	5	0	0	Malay	
Lew Lian 	1	3.5	0	1	Chinese	
Woking 	0	6	0	2	British	
Haji Alias 	1	4.5	0	0	Malay	
Prince George's 	0	7	0	2	British	
Whitchurch 	0	10	0	2	British	
Kumia 	1	5	0	0	Malay	
Limbok 	1	6	0	0	Malay	
Muthuraman Chetty 	0	8	0	3	Indian	
Tai Hwan 	0	3.5	1	1	Chinese	
Insaf 	1	5	0	0	Malay	
Moon 	0	4	1	6	Nature	
Kabong 	1	6	0	0	Malay	
Pisang Udang 	1	5.5	0	0	Malay	
Dyson 	0	5	0	2	British	
Aruan 	1	5	0	0	Malay	
De Souza 	0	3.5	0	5	Other	Eurasian
Kim Pong 	0	3.5	0	1	Chinese	
Oei Tiong Ham 	0	3.6666666667	0	1	Chinese	
Morley 	0	6	0	2	British	
Guan Chuan 	0	4.5	0	1	Chinese	
Horne 	0	5	0	2	British	
Bali 	0	4	0	5	Other	
Tan Boon Chong 	0	4	0	1	Chinese	
Gelegar 	1	7	0	0	Malay	
Liu Fang 	0	3.5	0	1	Chinese	
Chengam 	1	7	0	0	Malay	
Paya Lebar 	0	4.5	0	0	Malay	
Tari Payong 	1	5	0	0	Malay	
The Inglewood 	0	6	0	2	British	
Terang Bulan 	1	5.5	0	0	Malay	
George 	0	6	0	2	British	
Charlton 	0	8	0	2	British	
Colchester 	0	10	0	2	British	
Ophir 	0	5	0	2	British	
Pebble 	0	6	1	6	Nature	
Tiong Poh 	0	4	0	1	Chinese	
Marzuki 	1	7	0	0	Malay	
Rowell 	0	6	0	2	British	
Serengam 	1	8	0	0	Malay	
Merryn 	0	6	0	2	British	
Jelebu 	0	6	0	0	Malay	
Kampong Kayu 	0	5.5	0	0	Malay	
College 	0	7	1	2	British	
Walshe 	0	6	0	2	British	
Port 	0	4	1	4	Generic	
Keris 	1	5	0	0	Malay	
Solomon 	0	7	0	2	British	
Vaughan 	0	7	0	2	British	
Ocean 	0	5	1	6	Nature	
Unity 	0	5	1	4	Generic	
Klinik 	1	6	0	0	Malay	
Rochor Canal 	0	5.5	0	2	British	
Melor 	1	5	0	0	Malay	
Hougang 	0	7	0	0	Malay	
Sejarah 	1	7	0	0	Malay	
Mambong 	1	7	0	0	Malay	
Tongkol 	1	7	0	0	Malay	
Unggas 	1	6	0	0	Malay	
Semangka 	1	8	0	0	Malay	
Little India 	0	5.5	0	3	Indian	
Tagore 	0	6	0	3	Indian	
King Albert 	0	5	1	2	British	
Eng Watt 	0	3.5	0	1	Chinese	
Eunos 	1	5	0	0	Malay	
Carpmael 	0	8	0	2	British	
Grove 	0	5	1	6	Nature	
Leo 	0	3	0	2	British	
Teck Kee 	1	3.5	0	1	Chinese	
Somerset 	0	8	1	2	British	
Buffalo 	0	7	1	4	Generic	
Rahmat 	1	6	0	0	Malay	
Fisher 	0	6	1	2	British	
Springleaf 	0	10	0	2	British	
Girang 	1	6	0	0	Malay	
Janggus 	1	7	0	0	Malay	
Baboo 	0	5	0	0	Malay	
Eunos 	0	5	0	0	Malay	
Arnasalam Chetty 	0	7.5	0	3	Indian	
Chuan 	1	5	0	1	Chinese	?
Seng Poh 	0	3.5	0	1	Chinese	
Lorong Realty 	0	6	0	4	Generic	
Sari 	1	4	1	0	Malay	
Awang 	1	5	0	0	Malay	
Wan Tho 	0	3	1	1	Chinese	
Beaulieu 	0	8	0	2	British	
Seletar Club 	0	5.5	0	0	Malay	
Rotan 	0	5	0	0	Malay	
Hazel 	0	5	1	6	Nature	
Sunshine 	0	8	1	6	Nature	
Veeragoo 	0	8	0	5	Other	
Nee Soon 	0	3.5	0	1	Chinese	
